Time,Subsystem 0,Subsystem 1,Subsystem 2,Subsystem 3,Subsystem 4,Subsystem 5,Subsystem 6,Subsystem 7,Subsystem 8,Subsystem 9,Subsystem 10,Subsystem 11,Subsystem 12,Subsystem 13,Subsystem 14,Subsystem 15,Subsystem 16,Subsystem 17,Subsystem 18,Subsystem 19,Subsystem 20,Subsystem 21,Subsystem 22,Subsystem 23,Subsystem 24,Subsystem 25,Subsystem 26,Subsystem 27,Subsystem 28,Subsystem 29,Subsystem 30,Subsystem 31,Subsystem 32,Subsystem 33,Subsystem 34,Subsystem 35,Subsystem 36,Subsystem 37,Subsystem 38,Subsystem 39,Subsystem 40,Subsystem 41,Subsystem 42,Subsystem 43,Subsystem 44,Subsystem 45,Subsystem 46,Subsystem 47,Subsystem 48,Subsystem 49,Subsystem 50,Subsystem 51,Subsystem 52,Subsystem 53,Subsystem 54,Subsystem 55,Subsystem 56,Subsystem 57,Subsystem 58,Subsystem 59,Subsystem 60,Subsystem 61,Subsystem 62,Subsystem 63,Subsystem 64,Subsystem 65,Subsystem 66,Subsystem 67,Subsystem 68,Subsystem 69,Subsystem 70,Subsystem 71,Subsystem 72,Subsystem 73,Subsystem 74,Subsystem 75,Subsystem 76,Subsystem 77,Subsystem 78,Subsystem 79,Subsystem 80,Subsystem 81,Subsystem 82,Subsystem 83,Subsystem 84,Subsystem 85,Subsystem 86,Subsystem 87,Subsystem 88,Subsystem 89,Subsystem 90,Subsystem 91,Subsystem 92,Subsystem 93,Subsystem 94,Subsystem 95,Subsystem 96,Subsystem 97,Subsystem 98,Subsystem 99,Subsystem 100,Subsystem 101,Subsystem 102,Subsystem 103,Subsystem 104,Subsystem 105,Subsystem 106,Subsystem 107,Subsystem 108,Subsystem 109,Subsystem 110,Subsystem 111,Subsystem 112,Subsystem 113,Subsystem 114,Subsystem 115,Subsystem 116,Subsystem 117,Subsystem 118,Subsystem 119,Subsystem 120,Subsystem 121,Subsystem 122,Subsystem 123,Subsystem 124,Subsystem 125,Subsystem 126,Subsystem 127,Subsystem 128,Subsystem 129,Subsystem 130,Subsystem 131,Subsystem 132,Subsystem 133,Subsystem 134,Subsystem 135,Subsystem 136
258,0.132150,0.115046,0.048971,0.000000,0.143853,0.144393,0.202546,0.128549,0.240586,0.326389,0.243313,0.077469,0.117490,0.436276,0.074321,0.274527,0.408189,0.536298,0.236754,0.124523,0.106650,0.144547,0.126132,0.037551,0.001543,0.000000,0.286364,0.233530,0.068956,0.041229,0.155247,0.171914,0.271328,0.152762,0.020487,0.042092,0.173148,0.179012,0.248025,0.087860,0.034717,0.248313,0.091461,0.125309,0.088220,0.425941,0.188395,0.131753,0.138458,0.000000,0.020370,0.037473,0.129738,0.173272,0.243838,0.062580,0.228472,0.248457,0.157356,0.108745,0.124228,0.126029,0.403742,0.135301,0.115586,0.052572,0.009722,0.032407,0.002881,0.055453,0.003781,0.024306,0.054388,0.047907,0.107542,0.003241,0.000000,0.000000,0.630323,0.185082,0.094582,0.360262,0.141692,0.368364,0.285833,0.284105,0.237384,0.000000,0.000000,0.034028,0.031057,0.000000,0.000000,0.020795,0.006481,0.000000,0.000000,0.056413,0.233549,0.104784,0.413519,0.479270,0.058693,0.198045,0.472790,0.300669,0.052572,0.112130,0.063194,0.045370,0.056389,0.015484,0.517365,0.656181,0.107099,0.081790,0.041049,0.272942,0.188323,0.062474,0.027546,0.168519,0.151955,0.012603,-0.000000,0.456584,0.258179,0.175360,0.093981,0.096862,0.043480,0.020525,0.186703,0.087140,0.101813,0.040239,0.027546
259,0.132150,0.111986,0.048971,0.000000,0.143853,0.144393,0.202546,0.124769,0.233333,0.314815,0.241255,0.076852,0.118724,0.436132,0.071728,0.280864,0.418416,0.532011,0.236754,0.124719,0.110774,0.143724,0.127469,0.038683,0.001852,0.000000,0.282141,0.234414,0.068956,0.040689,0.149691,0.175926,0.271328,0.148292,0.019966,0.042092,0.177160,0.173457,0.242263,0.087860,0.034270,0.254218,0.090453,0.122608,0.088220,0.436420,0.184938,0.129518,0.137564,0.000000,0.020370,0.037846,0.137299,0.174136,0.242497,0.064033,0.226744,0.247269,0.157356,0.109465,0.122068,0.120267,0.399961,0.129360,0.116667,0.041770,0.009722,0.032137,0.002160,0.043570,0.003781,0.025386,0.046779,0.042552,0.099113,0.003241,0.000000,0.000000,0.629105,0.192284,0.090261,0.362603,0.141692,0.364475,0.302253,0.292207,0.248457,0.000000,0.000000,0.034028,0.029167,0.000000,0.000000,0.020795,0.005401,0.000000,0.000000,0.048971,0.229444,0.111914,0.392778,0.470988,0.061574,0.198765,0.403292,0.319393,0.053292,0.128981,0.062870,0.051204,0.050556,0.015123,0.510647,0.656887,0.107099,0.081790,0.040329,0.256739,0.188323,0.062654,0.028447,0.167438,0.145113,0.011883,-0.000000,0.451543,0.258179,0.198405,0.091821,0.096862,0.040779,0.022415,0.182742,0.087140,0.098573,0.047801,0.026250
260,0.132150,0.110005,0.048971,0.000000,0.143853,0.144393,0.202546,0.120628,0.225772,0.304784,0.238272,0.075309,0.119547,0.434403,0.070000,0.286770,0.428498,0.524292,0.236754,0.123541,0.115194,0.141975,0.128909,0.040123,0.001543,0.000000,0.278016,0.235003,0.068956,0.040509,0.144136,0.178395,0.268758,0.146280,0.019817,0.042763,0.178704,0.165741,0.235926,0.088004,0.033823,0.258539,0.088292,0.119907,0.088220,0.445494,0.188071,0.128847,0.137117,0.000000,0.020370,0.038293,0.141512,0.177593,0.240932,0.065485,0.224043,0.246404,0.157356,0.109825,0.119547,0.118827,0.394290,0.122068,0.116307,0.033128,0.009722,0.032137,0.002160,0.034568,0.001890,0.021065,0.038889,0.037762,0.091278,0.003241,0.000000,0.000000,0.614181,0.171399,0.086900,0.368364,0.141692,0.344383,0.318025,0.287346,0.263580,0.000000,0.000000,0.034028,0.027546,0.000000,0.000000,0.018904,0.005401,0.000000,0.000000,0.057133,0.222747,0.120123,0.369660,0.453704,0.060854,0.203447,0.350360,0.356121,0.054372,0.145509,0.062222,0.058333,0.046019,0.015123,0.407060,0.655980,0.089198,0.059568,0.034568,0.240175,0.188323,0.063374,0.029347,0.170319,0.137191,0.011523,-0.000000,0.445062,0.258179,0.220010,0.090021,0.096862,0.038349,0.024846,0.180041,0.087140,0.095332,0.056713,0.025278
261,0.132150,0.106764,0.048971,0.000000,0.143853,0.144393,0.202546,0.117207,0.217747,0.296605,0.234774,0.079630,0.120062,0.431379,0.068416,0.289794,0.430514,0.513297,0.236754,0.121675,0.119122,0.140741,0.130556,0.041461,0.001852,0.000000,0.276838,0.236279,0.068956,0.039969,0.139198,0.179630,0.267417,0.143710,0.019593,0.042614,0.183025,0.160185,0.231893,0.087140,0.033450,0.263004,0.085988,0.117027,0.088220,0.453272,0.188179,0.126948,0.134658,0.000000,0.020370,0.038665,0.150478,0.174028,0.239033,0.067162,0.223935,0.244784,0.157356,0.110545,0.117747,0.113066,0.388889,0.114506,0.117027,0.142953,0.009722,0.032137,0.100823,0.157356,0.041590,0.021065,0.110185,0.032971,0.084258,0.003241,0.000000,0.000000,0.619988,0.177328,0.079938,0.373765,0.141692,0.337685,0.337469,0.284375,0.276813,0.000000,0.000000,0.034028,0.025926,0.000000,0.000000,0.018904,0.005401,0.000000,0.000000,0.062894,0.214753,0.130710,0.348920,0.425977,0.059414,0.207767,0.309311,0.377006,0.056533,0.160093,0.061250,0.070000,0.047315,0.016564,0.328755,0.647961,0.084105,0.059568,0.036728,0.228292,0.188323,0.063735,0.030247,0.166718,0.129630,0.011523,-0.000000,0.436420,0.258179,0.240895,0.088580,0.096862,0.036998,0.028356,0.178061,0.087140,0.091821,0.067785,0.024306
262,0.132150,0.103524,0.048971,0.000000,0.143853,0.144393,0.202546,0.113426,0.210957,0.284414,0.231379,0.083025,0.119547,0.430514,0.064095,0.295267,0.431667,0.500514,0.236754,0.120202,0.121086,0.138786,0.131893,0.043724,0.001543,0.000000,0.276052,0.236672,0.068956,0.039249,0.134877,0.180247,0.264176,0.138234,0.019593,0.042465,0.182407,0.153395,0.227860,0.086276,0.032929,0.268477,0.083971,0.115766,0.088220,0.459321,0.185370,0.126165,0.133429,0.000000,0.020370,0.038963,0.159120,0.179753,0.237468,0.068726,0.221667,0.242840,0.157356,0.110725,0.113066,0.106224,0.382677,0.108295,0.117027,0.225412,0.009722,0.032137,0.167078,0.259259,0.073997,0.015664,0.149638,0.028744,0.080244,0.001178,0.000000,0.000000,0.646457,0.173852,0.078498,0.379707,0.141692,0.329475,0.349352,0.281944,0.291937,0.000000,0.000000,0.034028,0.024846,0.000000,0.000000,0.017014,0.005401,0.000000,0.000000,0.073217,0.211728,0.140432,0.328395,0.405093,0.058693,0.211368,0.276903,0.391770,0.057253,0.175324,0.059306,0.082963,0.057685,0.016924,0.265021,0.625152,0.079630,0.059568,0.033128,0.213169,0.188323,0.064815,0.029887,0.167438,0.122788,0.011523,-0.000000,0.441821,0.258179,0.245936,0.087500,0.096862,0.035378,0.030247,0.176440,0.087140,0.086960,0.080748,0.022685
263,0.132150,0.100283,0.048971,0.000000,0.143853,0.139172,0.202546,0.110005,0.202932,0.281327,0.229115,0.086831,0.118930,0.424753,0.092757,0.306646,0.429938,0.487011,0.236754,0.118238,0.122755,0.136523,0.132716,0.046502,0.001852,0.000000,0.277623,0.236476,0.068956,0.038709,0.131481,0.179938,0.261159,0.136111,0.019519,0.042465,0.181173,0.146296,0.224403,0.086420,0.032482,0.270350,0.082387,0.112706,0.088220,0.463426,0.187207,0.124266,0.133541,0.000000,0.020370,0.039261,0.166682,0.182778,0.236574,0.069844,0.221667,0.239167,0.157356,0.110725,0.111265,0.102984,0.372415,0.094252,0.117027,0.265021,0.009722,0.032137,0.208128,0.334516,0.096412,0.015664,0.172746,0.025362,0.075650,0.001178,0.000000,0.000000,0.647350,0.154791,0.072016,0.389969,0.141692,0.320401,0.357346,0.280324,0.310301,0.000000,0.000000,0.034028,0.023765,0.000000,0.000000,0.018904,0.005401,0.000000,0.000000,0.077298,0.201574,0.150802,0.312623,0.388169,0.058333,0.219290,0.250617,0.417695,0.057613,0.193148,0.056713,0.092037,0.076481,0.016204,0.220370,0.597611,0.079630,0.029321,0.036008,0.199486,0.188323,0.064995,0.030067,0.166718,0.117747,0.011523,0.000720,0.451543,0.258179,0.243776,0.086780,0.096862,0.033218,0.032948,0.174460,0.087140,0.082099,0.095062,0.021713
264,0.132150,0.097042,0.048971,0.000000,0.143853,0.138992,0.202546,0.106764,0.195062,0.270370,0.226337,0.086934,0.119033,0.417551,0.089300,0.311687,0.426914,0.477469,0.236754,0.116077,0.126291,0.134774,0.133745,0.049383,0.001543,0.000000,0.277034,0.235788,0.068956,0.037989,0.128704,0.179012,0.257024,0.135776,0.019593,0.043135,0.178704,0.140741,0.220658,0.086564,0.032109,0.273663,0.079650,0.111806,0.088220,0.465586,0.190664,0.122031,0.130412,0.000000,0.020370,0.039559,0.174028,0.181590,0.234786,0.070738,0.219506,0.233981,0.157356,0.110725,0.106584,0.108025,0.364313,0.094252,0.116307,0.293107,0.009722,0.032137,0.225412,0.411214,0.110455,0.021065,0.190781,0.022262,0.070501,0.001178,0.000000,0.000000,0.645646,0.157028,0.073217,0.395370,0.141692,0.315648,0.365123,0.302739,0.318943,0.000000,0.000000,0.034028,0.022955,0.000000,0.000000,0.018904,0.005401,0.000000,0.000000,0.082819,0.196821,0.158148,0.294907,0.369805,0.059774,0.223611,0.228292,0.417695,0.057973,0.207407,0.056389,0.101759,0.095278,0.015484,0.180401,0.565062,0.067901,0.029321,0.033128,0.189043,0.188323,0.064995,0.030067,0.165278,0.114506,0.011523,0.001440,0.464146,0.258179,0.238374,0.086420,0.096862,0.031327,0.035648,0.174100,0.087140,0.077508,0.108565,0.020093
265,0.132150,0.094162,0.048971,0.000000,0.143853,0.139172,0.202546,0.103164,0.187654,0.265278,0.223045,0.087860,0.118210,0.408765,0.118683,0.323642,0.428498,0.472788,0.236754,0.114113,0.128058,0.134979,0.133539,0.052160,0.002160,0.000000,0.278802,0.235003,0.068956,0.037269,0.126543,0.176852,0.253113,0.139575,0.019742,0.042986,0.175926,0.134877,0.216626,0.086708,0.031811,0.275103,0.078210,0.108025,0.088220,0.466883,0.193040,0.117896,0.129294,0.000000,0.020370,0.039932,0.182778,0.182454,0.234563,0.071185,0.216373,0.229228,0.157356,0.109825,0.105144,0.118827,0.354051,0.082639,0.116307,0.304990,0.009722,0.032137,0.232253,0.442181,0.116937,0.015394,0.192472,0.020572,0.067423,0.000589,0.000000,0.000000,0.647929,0.151055,0.073457,0.385648,0.141692,0.326451,0.367932,0.327045,0.321914,0.000000,0.000000,0.034028,0.021875,0.000000,0.000000,0.022685,0.005401,0.000000,0.000000,0.090501,0.195957,0.160741,0.280648,0.335597,0.061934,0.229372,0.208128,0.409053,0.059053,0.224259,0.057685,0.113426,0.108889,0.014043,0.147994,0.535422,0.061728,0.029321,0.036008,0.181842,0.188323,0.065895,0.030067,0.167798,0.110185,0.011523,0.002160,0.482150,0.258179,0.225412,0.086420,0.096862,0.029707,0.037269,0.173560,0.087140,0.073187,0.121528,0.019120
266,0.132150,0.091281,0.048971,0.000000,0.143853,0.139892,0.202546,0.099563,0.180401,0.259105,0.219239,0.086728,0.117593,0.401996,0.145473,0.332428,0.428354,0.467567,0.236754,0.111953,0.129433,0.141872,0.134259,0.053601,0.002160,0.000000,0.277623,0.233824,0.068956,0.036368,0.124383,0.174074,0.248643,0.139687,0.019817,0.042837,0.173148,0.130247,0.213313,0.085844,0.031364,0.274383,0.075473,0.104424,0.088220,0.466991,0.194444,0.118678,0.127730,0.000000,0.020370,0.040379,0.191204,0.186775,0.232328,0.071855,0.215293,0.223611,0.157356,0.108025,0.100463,0.125309,0.346759,0.082639,0.115226,0.314352,0.009722,0.032137,0.221091,0.456224,0.119097,0.015394,0.203180,0.018317,0.061519,0.000589,0.000000,0.000000,0.650481,0.145643,0.073457,0.372685,0.141692,0.352809,0.371389,0.340548,0.318943,0.000000,0.000000,0.034028,0.021065,0.000000,0.000000,0.028356,-0.000000,0.000000,0.000000,0.094582,0.192932,0.165278,0.265957,0.301389,0.063735,0.235854,0.191204,0.400772,0.058333,0.247593,0.062222,0.126389,0.116019,0.012963,0.124228,0.492953,0.056327,0.029321,0.036008,0.177881,0.188323,0.065355,0.030067,0.170679,0.109105,0.011523,0.002160,0.495113,0.258179,0.212088,0.086060,0.096862,0.029167,0.042130,0.172119,0.087140,0.069946,0.138812,0.018148
267,0.132150,0.090561,0.048971,0.000000,0.143853,0.140432,0.202546,0.096502,0.173302,0.249228,0.215021,0.085391,0.116872,0.390761,0.170391,0.342654,0.426481,0.460905,0.236754,0.109498,0.131594,0.147222,0.134877,0.055864,0.002469,0.000000,0.276445,0.232253,0.068956,0.035828,0.121914,0.170988,0.246185,0.142704,0.019966,0.042688,0.170062,0.124691,0.209568,0.085412,0.030992,0.275535,0.072737,0.101363,0.088220,0.468287,0.186667,0.114208,0.124489,0.000000,0.020370,0.040826,0.200170,0.191852,0.232104,0.071967,0.213781,0.217994,0.157356,0.106044,0.097582,0.147994,0.338927,0.072647,0.113066,0.325874,0.009722,0.032137,0.209928,0.443621,0.119907,0.015394,0.211916,0.016626,0.057343,0.000589,0.000000,0.000000,0.654155,0.130203,0.078978,0.354141,0.141692,0.375494,0.372037,0.355941,0.311921,0.000000,0.000000,0.034028,0.020255,0.000000,0.000000,0.034028,-0.000000,0.000000,0.000000,0.095062,0.194877,0.164198,0.258827,0.261780,0.065535,0.241255,0.178241,0.408693,0.057613,0.265417,0.068056,0.138704,0.116019,0.012963,0.105144,0.454424,0.052932,0.029321,0.034568,0.171759,0.188323,0.064455,0.030067,0.175360,0.105504,0.011523,0.003601,0.503395,0.258179,0.199486,0.084979,0.096862,0.027546,0.045640,0.171579,0.087140,0.066165,0.149074,0.017500
268,0.132150,0.087500,0.048971,0.000000,0.143853,0.141152,0.202546,0.093621,0.167284,0.243981,0.209362,0.083745,0.116770,0.378807,0.192860,0.351440,0.416975,0.456404,0.236754,0.106944,0.134540,0.151646,0.135494,0.058642,0.002778,0.000000,0.274972,0.230682,0.068956,0.035108,0.119444,0.168519,0.243838,0.142928,0.020040,0.042539,0.166667,0.120062,0.206255,0.084691,0.030694,0.275823,0.070144,0.098663,0.088220,0.466775,0.190123,0.111303,0.122254,0.000000,0.020370,0.041273,0.206867,0.187423,0.229869,0.071855,0.211296,0.211836,0.157356,0.104064,0.093261,0.170319,0.328395,0.069676,0.112346,0.347840,0.009722,0.035378,0.195525,0.423817,0.120177,0.008642,0.214171,0.015217,0.052904,0.000295,0.000000,0.000000,0.614839,0.125943,0.080658,0.337757,0.141692,0.389753,0.369877,0.357832,0.303549,0.000000,0.000000,0.033488,0.019715,0.000000,0.000000,0.041049,-0.000000,0.000000,0.000000,0.104664,0.191420,0.164198,0.246728,0.228292,0.066975,0.248817,0.167798,0.394650,0.056893,0.279352,0.074861,0.154259,0.112130,0.012243,0.089660,0.410494,0.052932,0.007099,0.037449,0.163477,0.188323,0.063374,0.030067,0.181842,0.105504,0.011523,0.004321,0.506636,0.258179,0.190484,0.083899,0.096862,0.026196,0.050231,0.171579,0.087140,0.062654,0.159877,0.016852
269,0.132150,0.085159,0.048971,0.000000,0.143853,0.137371,0.202546,0.090741,0.160957,0.240432,0.203704,0.081893,0.117284,0.369156,0.191852,0.359650,0.406173,0.452083,0.236754,0.104391,0.137781,0.155761,0.134774,0.061214,0.003086,0.000000,0.273008,0.228914,0.068956,0.034028,0.117901,0.165741,0.239368,0.145610,0.020636,0.042390,0.166049,0.116049,0.204239,0.083971,0.030321,0.275535,0.067407,0.095962,0.088220,0.466343,0.195201,0.109626,0.121025,0.000000,0.020370,0.041645,0.215185,0.179429,0.229534,0.071632,0.211944,0.206651,0.157356,0.103164,0.092181,0.190844,0.318673,0.061574,0.111265,0.365844,0.009722,0.035918,0.178241,0.400412,0.118017,0.012963,0.220370,0.012963,0.049874,0.000295,0.000000,0.000000,0.535096,0.125063,0.076578,0.312912,0.141692,0.410278,0.367716,0.364583,0.292207,0.000000,0.000000,0.032948,0.019174,0.000000,0.000000,0.047261,-0.000000,0.000000,0.000000,0.104904,0.192716,0.167006,0.235278,0.197685,0.068056,0.258179,0.156636,0.380607,0.056533,0.311759,0.081667,0.183426,0.106944,0.011883,0.077058,0.373405,0.052932,0.007099,0.045370,0.152315,0.188323,0.062294,0.030067,0.188323,0.102263,0.011523,0.005041,0.503035,0.258179,0.178961,0.082099,0.096862,0.024846,0.056713,0.172119,0.087140,0.060494,0.166088,0.016528
270,0.132150,0.082099,0.048971,0.000000,0.143853,0.138812,0.202546,0.088040,0.154938,0.229012,0.198045,0.083539,0.116564,0.356626,0.218786,0.368868,0.401564,0.443081,0.236754,0.101641,0.139646,0.159774,0.133951,0.063683,0.003395,0.000000,0.273401,0.227343,0.068956,0.032948,0.116358,0.162346,0.234898,0.145498,0.020562,0.042241,0.166667,0.112654,0.201070,0.082243,0.030023,0.275247,0.064815,0.093441,0.088220,0.466235,0.193148,0.108285,0.120131,0.000000,0.020370,0.042018,0.223071,0.178565,0.227522,0.071185,0.210540,0.201358,0.157356,0.100643,0.088580,0.219650,0.307060,0.057793,0.109105,0.374486,0.009722,0.036458,0.170679,0.372325,0.114776,0.011883,0.220934,0.011836,0.049874,0.000295,0.000000,0.000000,0.491872,0.127490,0.075857,0.297248,0.141692,0.425401,0.361667,0.359722,0.281404,0.000000,0.000000,0.032407,0.020255,0.000000,0.000000,0.052662,-0.000000,0.000000,0.000000,0.106824,0.200926,0.170247,0.224907,0.186163,0.066255,0.266821,0.149074,0.364043,0.059053,0.330880,0.087500,0.195093,0.093981,0.011883,0.068776,0.334877,0.041204,0.007099,0.053292,0.146193,0.188323,0.060674,0.030067,0.192644,0.099743,0.011523,0.007202,0.494753,0.258179,0.165998,0.079578,0.096862,0.023495,0.063465,0.172840,0.087140,0.057523,0.172029,0.015880
271,0.132150,0.079758,0.048971,0.000000,0.143853,0.135031,0.202546,0.085700,0.150309,0.219444,0.193313,0.086317,0.115844,0.347984,0.245864,0.378951,0.394938,0.441281,0.236754,0.098990,0.144164,0.163374,0.132922,0.066152,0.003395,0.000000,0.271731,0.225673,0.068956,0.032227,0.116049,0.158333,0.231210,0.143598,0.021083,0.042241,0.162654,0.108642,0.197901,0.079938,0.029725,0.274527,0.063519,0.089841,0.088220,0.462562,0.195309,0.108174,0.118231,0.000000,0.020370,0.042390,0.232037,0.180293,0.224617,0.070514,0.209136,0.196389,0.157356,0.098663,0.087500,0.240535,0.297608,0.065355,0.106224,0.381327,0.009722,0.036998,0.153755,0.343879,0.112886,0.010802,0.215862,0.009863,0.042677,0.000295,0.000000,0.000000,0.442181,0.120527,0.079698,0.277623,0.141692,0.427346,0.355833,0.353241,0.268981,0.000000,0.000000,0.031867,0.021065,0.000000,0.000000,0.059144,-0.000000,0.000000,0.000000,0.103224,0.202006,0.167006,0.216265,0.158076,0.064455,0.273302,0.143313,0.342798,0.059414,0.339306,0.091389,0.198333,0.082315,0.011523,0.063735,0.303909,0.038117,0.007099,0.061934,0.134671,0.188323,0.058873,0.030067,0.196965,0.100463,0.011523,0.008642,0.485391,0.258179,0.157716,0.077058,0.096862,0.022145,0.069136,0.171579,0.087140,0.055903,0.177160,0.015231
272,0.132150,0.077598,0.048971,0.000000,0.143853,0.131070,0.202546,0.082999,0.145370,0.210340,0.187963,0.089300,0.115638,0.339774,0.264733,0.381111,0.387305,0.431919,0.236754,0.096240,0.146815,0.169547,0.131996,0.068519,0.003704,0.000000,0.268589,0.223611,0.068956,0.031327,0.115741,0.154938,0.226293,0.144828,0.020860,0.042241,0.159259,0.104012,0.195597,0.088292,0.029502,0.273951,0.061358,0.086600,0.088220,0.458457,0.197577,0.105827,0.118008,0.000000,0.020370,0.042688,0.239923,0.175972,0.222270,0.069397,0.208380,0.190123,0.157356,0.097042,0.083899,0.256379,0.287616,0.067785,0.104064,0.389969,0.009722,0.037539,0.134311,0.305350,0.109375,0.010802,0.218116,0.010990,0.042677,0.000295,0.000000,0.000000,0.392490,0.111398,0.083059,0.260520,0.141692,0.421728,0.352762,0.350810,0.256019,0.000000,0.000000,0.031327,0.021335,0.000000,0.000000,0.064275,-0.000000,0.000000,0.000000,0.119067,0.203951,0.162685,0.210864,0.137551,0.062654,0.282305,0.135751,0.323354,0.062654,0.344167,0.094954,0.222963,0.075833,0.011883,0.059414,0.270062,0.035031,0.007099,0.074177,0.128549,0.188323,0.057253,0.030067,0.203086,0.097222,0.011523,0.010082,0.478549,0.258179,0.149794,0.074537,0.096862,0.021335,0.075617,0.172659,0.087140,0.053742,0.177701,0.013935
273,0.132150,0.075437,0.048971,0.000000,0.143853,0.127469,0.202546,0.080658,0.140278,0.203395,0.184053,0.089918,0.115741,0.332572,0.248745,0.389609,0.379239,0.429218,0.236754,0.093883,0.151431,0.176646,0.130761,0.070370,0.004012,0.000000,0.266035,0.221745,0.068956,0.031147,0.116358,0.153086,0.222941,0.143710,0.020934,0.042241,0.156790,0.100309,0.192572,0.094918,0.029502,0.271502,0.059342,0.083719,0.088220,0.453812,0.200278,0.102251,0.116331,0.000000,0.020370,0.042986,0.249105,0.175324,0.219141,0.068167,0.209352,0.184182,0.157356,0.094702,0.082099,0.280864,0.279244,0.159336,0.101183,0.392130,0.009722,0.038079,0.118827,0.269342,0.105324,0.010802,0.212480,0.009300,0.036616,0.000295,0.000000,0.000000,0.336317,0.099631,0.079218,0.244856,0.141692,0.414599,0.344700,0.357022,0.242785,0.000000,0.000000,0.030787,0.021065,0.000000,0.000000,0.069136,-0.000000,0.000000,0.000000,0.117627,0.202870,0.152963,0.204815,0.124228,0.061934,0.288426,0.129270,0.311471,0.065895,0.347731,0.094306,0.238519,0.068704,0.012603,0.057973,0.241255,0.031790,0.007099,0.084979,0.118467,0.188323,0.055273,0.030067,0.208488,0.095422,0.011523,0.010802,0.465586,0.258179,0.140792,0.072016,0.096862,0.020255,0.083449,0.173380,0.087140,0.052122,0.178511,0.012963
274,0.132150,0.072917,0.048971,0.000000,0.143853,0.123328,0.202546,0.078678,0.135957,0.198611,0.179938,0.090123,0.115021,0.327819,0.268909,0.386872,0.369733,0.425797,0.236754,0.091232,0.152806,0.179835,0.129424,0.071399,0.004012,0.000000,0.263678,0.219683,0.068956,0.031147,0.117284,0.148148,0.218247,0.139240,0.020562,0.042241,0.154630,0.095988,0.190700,0.100967,0.029427,0.269774,0.056893,0.080838,0.088220,0.449167,0.201034,0.101469,0.114767,0.000000,0.020370,0.043284,0.256883,0.170355,0.216571,0.067162,0.209892,0.177917,0.157356,0.092361,0.079938,0.297030,0.270332,0.236844,0.098302,0.382407,0.009722,0.035378,0.105504,0.235494,0.101543,0.010802,0.206844,0.007890,0.034596,0.000000,0.000000,0.000000,0.314712,0.086106,0.084979,0.226312,0.141692,0.406389,0.344165,0.359722,0.229823,0.000000,0.000000,0.030787,0.020795,0.000000,0.000000,0.074267,-0.000000,0.000000,0.000000,0.121228,0.198333,0.159660,0.199630,0.112346,0.061574,0.297788,0.128549,0.294907,0.069136,0.347083,0.093009,0.253426,0.061574,0.012603,0.059053,0.211728,0.029938,0.007099,0.092901,0.110185,0.188323,0.054372,0.030067,0.212449,0.092901,0.011523,0.012243,0.445062,0.258179,0.131430,0.069856,0.096862,0.018904,0.090741,0.174820,0.087140,0.049421,0.176350,0.013287
275,0.132150,0.070576,0.048971,0.000000,0.143853,0.119187,0.202546,0.076517,0.131327,0.193056,0.175206,0.093107,0.113374,0.320617,0.286337,0.395370,0.358210,0.420216,0.236754,0.088777,0.158502,0.186420,0.128189,0.072428,0.004012,0.000000,0.260536,0.217817,0.068956,0.030607,0.117901,0.144136,0.213107,0.141922,0.020413,0.042241,0.153395,0.092901,0.188395,0.105864,0.029353,0.267325,0.054588,0.079038,0.088220,0.444198,0.199414,0.099792,0.112755,0.000000,0.020370,0.043508,0.263148,0.169383,0.213889,0.067273,0.210108,0.171759,0.157356,0.091281,0.077778,0.314937,0.261960,0.300579,0.096142,0.371605,0.009722,0.035378,0.093981,0.206687,0.098032,0.005401,0.203462,0.007045,0.032576,0.000000,0.000000,0.000000,0.273663,0.070907,0.096022,0.212989,0.141692,0.409414,0.336920,0.360532,0.220100,0.000000,0.000000,0.031327,0.020255,0.000000,0.000000,0.078318,-0.000000,0.000000,0.000000,0.126509,0.191636,0.163549,0.197469,0.095062,0.061214,0.305710,0.123868,0.270782,0.070216,0.351296,0.091389,0.309167,0.057037,0.011523,0.061574,0.187603,0.029938,0.007099,0.100823,0.101903,0.188323,0.053652,0.030067,0.217850,0.091101,0.011523,0.013683,0.422737,0.258179,0.124949,0.067335,0.096862,0.018094,0.098032,0.177341,0.087140,0.048071,0.173920,0.012315
